adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count,tmdb_keywords,production_countries,year,month,day,decade,LLM_Raw_Response,Fear_Category
False,/aQVTXJOT1hLqQoZr7gh4aZLYWoF.jpg,"[18, 10752, 27]",734081,sr,Мрак,"In NATO-occupied Kosovo, a little girl writes an essay for the United Nations about her father who has gone missing. Meanwhile, the girl's grandfather becomes increasingly paranoid of the unseen threats that lurk in the dark.",2.9905,https://image.tmdb.org/t/p/original/bHIqBn17r4JKG8DXcZUISES0jTI.jpg,2022-01-23,Darkling,False,6.5,32,"kosovo, kosovo war","Bulgaria, Denmark, Greece, Italy, Serbia",2022,1,23,2020,"Based on the title, overview, and keywords, I would classify ""Darkling"" under **Invasion & Paranoia**.

The fear of being replaced or observed by hidden others is a primary concern in this film. The grandfather's growing paranoia about unseen threats lurking in the dark suggests that he perceives an external presence as a menace, rather than an internal condition or moral guilt. This classification also fits with the Kosovo War setting, which adds to the sense of uncertainty and fear.

While there may be other fears present in the film, such as the loss of agency or captivity, the primary fear driving the horror sequences appears to be the invasion and paranoia category.",Invasion & Paranoia
False,/eVSa4TpyXbOdk9fXSD6OcORJGtv.jpg,"[27, 9648, 53]",803114,en,The Requin,"A couple on a romantic getaway find themselves stranded at sea when a tropical storm sweeps away their villa. In order to survive, they are forced to fight the elements, while sharks circle below.",5.6549,https://image.tmdb.org/t/p/original/i0z8g2VRZP3dhVvvSMilbOZMKqR.jpg,2022-01-28,The Requin,False,4.8,365,"shark attack, shark, great white shark, storm at sea, survival at sea",United States of America,2022,1,28,2020,"Based on the title, overview, and keywords, I would classify ""The Requin"" under **Ecological / Natural Menace**.

The primary fear in this film appears to be the threat posed by nature itself - specifically, the great white sharks that circle below. The couple's struggle for survival at sea is driven by their need to fend off these predators and navigate the treacherous stormy weather. There is no conscious captor, infection, or systemic control; instead, the horror stems from the natural environment turning hostile.

This classification fits best because the film's central conflict revolves around the couple's confrontation with the sharks and the elements, rather than any supernatural, psychological, or institutional threat.",Ecological / Natural Menace
False,/wfdc6HVUiIluKxFxe7deJUvnwN0.jpg,"[27, 14, 53]",928015,en,Dracula: The Original Living Vampire,"Detective Amelia Van Helsing is on the desperate hunt for the killer responsible for a string of grisly murders targeting young women. Matters only worsen when all evidence leads to the seemingly untouchable Count Dracula. And when Van Helsing’s girlfriend vanishes, she is forced to question the very existence of monsters in a final showdown with the enigmatic count.",3.1181,https://image.tmdb.org/t/p/original/weZUBP2WvRwso1wTMNp3JK96ULS.jpg,2022-01-28,Dracula: The Original Living Vampire,False,5.1,111,"vampire, mockbuster, dracula",United States of America,2022,1,28,2020,"Based on the title, overview, and keywords, I would classify ""Dracula: The Original Living Vampire"" under **Invasion & Paranoia** (Category 1).

The primary fear at the core of this film appears to be the invasion and manipulation by an external presence - Count Dracula, a seemingly untouchable vampire. This classification fits as the horror sequences are driven by the threat of Dracula's intentional attacks on young women, rather than any internal or psychological fears.

While there may be elements of persecution and social breakdown (Category 2) or even institutional control (Category 3), the primary fear is centered around the external invasion and manipulation by a supernatural entity.",Invasion & Paranoia
False,/h2VmRSlnuH8RCPa7loYZK350q6J.jpg,"[27, 53]",929562,en,In the Forest,"Helen and her daughter Emily reluctantly accompany Helen’s father Stan on a family camping trip, driving deep into the forest for a real outdoors experience, only to have angry landowner Howard arrive and force them to leave. When their RV gets stuck, Helen decides to seek help but discovers a disturbing secret on the man’s property. She must then fight to protect her family and make it out of the forest alive before being hunted down.",2.9729,https://image.tmdb.org/t/p/original/pWKTaGN9WMcKHKAir9POsKm4vEo.jpg,2022-01-28,In the Forest,False,5.5,42,"forest, survival, backwoods, tropical forest",United States of America,2022,1,28,2020,"Based on the title, overview, and keywords, I would classify ""In the Forest"" under **Ecological / Natural Menace** (Fear category 8).

The movie appears to be a survival horror film set in a remote and hostile environment, where the protagonists are threatened by the natural surroundings. The presence of an angry landowner, Howard, adds an element of human menace, but it seems that the primary fear is the forest itself, which becomes a deadly trap for Helen and her family.

The keywords ""forest"", ""survival"", ""backwoods"", and ""tropical forest"" all suggest a natural environment that poses a threat to the characters. The fact that the RV gets stuck and Helen must fight to protect her family implies that the forest is the primary source of danger, rather than any human or supernatural entity.

Overall, I believe that **Ecological / Natural Menace** is the most fitting fear category for ""In the Forest"".",Ecological / Natural Menace
False,/jNFHtD1vSPxLc2kdoNGIUuuu015.jpg,"[27, 9648, 14]",891931,en,Monster Portal,"A young woman inherits her estranged father's estate after his mysterious death. Once she and her friends arrive at the mansion, they discover that the home is on an old cemetery, which has the power of opening a portal to another realm, which contains the creatures foretold to the world by writer H.P. Lovecraft.",4.506,https://image.tmdb.org/t/p/original/8R7LbNCvDMFq3dCGaVbH6tPHd69.jpg,2022-01-29,Monster Portal,False,5.6,98,"monster, ritual, paranormal phenomena, giant monster, public sex, demon, kaiju, ritual sacrifice, tentacles",United Kingdom,2022,1,29,2020,"Based on the title, overview, and keywords, I would classify ""Monster Portal"" under **Invasion & Paranoia** (Category 1).

The primary fear at the core of this film appears to be the invasion of an external or uncanny presence (the creatures from another realm) that threatens the protagonists' safety and sanity. The fact that these creatures are foretold by H.P. Lovecraft's works adds a layer of cosmic horror, which is characteristic of Invasion & Paranoia.

While there may be elements of Body Horror (Category 7) or Contagion & Mutation (Category 6), as the creatures' presence could lead to physical transformations or biological changes, the primary fear driving the horror sequences appears to be the invasion and observation by these external entities.",Invasion & Paranoia
False,/418RhkXyjuHaQnQZjRin1GWlPkI.jpg,"[27, 14, 36, 28]",854867,en,Werewolf Castle,"When a pack of werewolves attack a medieval village, Thorfinn, whose lover perished in the attack, joins knights Thomas, Osmund, Hamelin, and Hal Skullsplitter as they lead the fight back against the vicious lycanthropes.",5.636,https://image.tmdb.org/t/p/original/tjMjnbS3pEdlGU1I2ahb3kXCGRt.jpg,2022-01-31,Werewolf Castle,False,5.0,22,"castle, knight, werewolf, medieval knight",United Kingdom,2022,1,31,2020,"Based on the title, overview, and keywords, I would classify ""Werewolf Castle"" under **Invasion & Paranoia** (Category 1).

The primary fear at the core of this film appears to be the invasion of a medieval village by werewolves, which is an external and uncanny presence. The threat comes from an unseen force that alters biology and environment without conscious intent, making it a classic example of Invasion & Paranoia.

While there may be elements of Body Horror or Contagion & Mutation present in the film's depiction of lycanthropy, the primary fear driving the horror sequences is the invasion and attack by the werewolves, which fits squarely within the Invasion & Paranoia category.",Invasion & Paranoia
False,/6b0qE39yTt8xGa20z9zjekgRbmg.jpg,"[27, 53, 18, 878]",852696,en,Immanence,"Radio astronomers discover a mysterious signal in the deep sea that could be contact with extraterrestrials. After several terrifying manifestations threaten their beliefs, the team must fight to survive the ultimate evil.",4.1688,https://image.tmdb.org/t/p/original/6LSDQPjtDpkMLfGzzYhKAjrNn9V.jpg,2022-02-04,Immanence,False,4.5,27,"devil, oceanic expedition, mysterious force, lost at sea, meteor crash, mysterious events, scientific research, immanence",United States of America,2022,2,4,2020,"Based on the title, overview, and keywords, I would classify ""Immanence"" under **Invasion & Paranoia** (Category 1).

The film's premise suggests that a mysterious signal from the deep sea could be contact with extraterrestrial life, which is an external and uncanny presence. The team's experiences with terrifying manifestations and the ultimate evil imply that this invasion is not just a biological or environmental threat but rather a conscious, malevolent force.

While there may be elements of Body Horror or Contagion & Mutation present in the film, the primary fear driving the horror sequences appears to be the invasion and manipulation by an external, otherworldly presence.",Invasion & Paranoia
False,/q5awoAPmKvECUmuD5yGa64Em3XJ.jpg,"[28, 27]",879957,en,Wyrmwood: Apocalypse,"In a zombie-infested Australian wasteland, soldier Rhys has dedicated his life to tracking and capturing survivors for the Surgeon General in hopes of finding a cure.",5.8414,https://image.tmdb.org/t/p/original/b1OSwHDIflDSbirMr6k3Ivqf2yu.jpg,2022-02-10,Wyrmwood: Apocalypse,False,5.8,133,zombie,Australia,2022,2,10,2020,"Based on the title, overview, and keywords, I would classify Wyrmwood: Apocalypse under **Persecution & Social Breakdown**.

The movie takes place in a post-apocalyptic Australia where zombies have overrun the country. The main character, Rhys, is a soldier who has dedicated his life to capturing survivors for the Surgeon General, implying that he is part of a larger system or institution that seeks to control and manipulate the remaining humans. This fear of collective madness, mob violence, and social breakdown drives the horror in Wyrmwood: Apocalypse.

While there are zombies present in the movie, they primarily serve as a backdrop for the social decay and collapse of moral order, rather than being the primary source of fear or menace. Therefore, I would not classify this film under Invasion & Paranoia or Contagion & Mutation, which focus on external threats or biological transformations.

Instead, Wyrmwood: Apocalypse is more concerned with the breakdown of society and the consequences of a world gone mad, making Persecution & Social Breakdown the most fitting fear category.",Persecution & Social Breakdown
False,/5MrHp5gkoeiAWCxzQkMOUy3mNiZ.jpg,[27],891983,en,The Unkind,"Six friends from New York City vacationing at a historic mansion in Europe release an ancient witch from her slumber, awakening her centuries old thirst for blood, turning their trip into a fight for survival.",4.1882,https://image.tmdb.org/t/p/original/vjbg4EjIuTvkEPm2fKXWnpg89Rf.jpg,2022-02-10,The Unkind,False,3.3,10,,United Kingdom,2022,2,10,2020,"Based on the title, overview, and keywords, I would classify ""The Unkind"" under **Possession & Loss of Agency**. The film's premise suggests that an ancient witch is awakened from her slumber, and she begins to exert control over the six friends, turning their vacation into a fight for survival. This fear category fits because it involves the loss of agency and control as a result of supernatural or psychological forces (in this case, demonic possession).",Possession & Loss of Agency
False,/hQ6LuV2wMUg6PRb019bvxJ9ARAM.jpg,[27],926255,en,Incarnation,"Brad and Jess move to Los Angeles in search of a better life. When they stumble upon a hidden real estate gem, managed by the laid-back landlord Peter, they are elated by their turn of fortune. But their ideal home is hiding a secret far more sinister than they could have ever imagined, for the very walls are alive with an ancient evil, and they soon learn that greed comes with a hefty price.",4.2379,https://image.tmdb.org/t/p/original/A7nzmQgmKz4Tmsxp2vvDGhcF9MG.jpg,2022-02-18,Incarnation,False,4.0,13,haunted house,United States of America,2022,2,18,2020,"Based on the title, overview, and keywords, I would classify ""Incarnation"" under **Possession & Loss of Agency**. The film appears to revolve around an ancient evil that inhabits the walls of the house, which suggests a supernatural force taking control of the characters' lives. This fear category is particularly fitting since it involves the loss of agency and control over one's own mind or body, which is a primary concern in this horror movie.

While there may be elements of captivity and voyeuristic sadism present in the film (e.g., the characters being trapped in the haunted house), the core fear driving the horror seems to stem from the supernatural possession and manipulation by an external force. Therefore, I would prioritize **Possession & Loss of Agency** as the primary fear category for ""Incarnation"".",Possession & Loss of Agency
False,/hp6fGWF1e2BMmMg0s6hzR8Me5rT.jpg,[27],775400,en,A Banquet,"Widowed mother Holly is radically tested when her teenage daughter Betsey experiences a profound enlightenment and insists that her body is no longer her own, but in service to a higher power. Bound to her newfound faith, Betsey refuses to eat but loses no weight. In an agonizing dilemma, torn between love and fear, Holly is forced to confront the boundaries of her own beliefs.",4.0339,https://image.tmdb.org/t/p/original/4FlSYrcjO4z3McJ6UP3V5npb4B4.jpg,2022-02-18,A Banquet,False,4.156,32,,United Kingdom,2022,2,18,2020,"Based on the title, overview, and keywords, I would classify ""A Banquet"" under **Body Horror**.

The film appears to explore themes of bodily autonomy, transformation, and disconnection from one's physical form. The plot revolves around Betsey's refusal to eat despite not losing weight, which suggests a blurring of boundaries between her body and the higher power she claims to serve. This blurring is reminiscent of the body horror subgenre, where characters' bodies are altered or compromised in ways that challenge their sense of self.

While there may be elements of psychological horror or existential crisis present in the film, the primary fear at play seems to be the invasion and transformation of Betsey's physical form, which aligns with the Body Horror category.",Body Horror
False,/v5647AfhXyuJ6nVvLyfjJV89yss.jpg,"[27, 18, 9648]",854006,ja,牛首村,"Having launched a social media prank about a haunted building, three girls suddenly vanish. Rumours circulate that they were victims of The Ox-Head Village curse, triggering an investigation by two of their friends, desperate to find the truth about what has happened…",3.311,https://image.tmdb.org/t/p/original/pXeIMIvu4lDNfMJr3FJziqKc60S.jpg,2022-02-18,Ox-Head Village,False,5.744,43,"missing person, occult, japanese folklore",Japan,2022,2,18,2020,"Based on the title, overview, and keywords, I would classify ""Ox-Head Village"" under **Grief & Familial Trauma**.

The film appears to be centered around the disappearance of three girls who were involved in a social media prank about a haunted building. The investigation by their friends suggests that there may be a connection to Japanese folklore and an occult curse, which is typical of films classified under Grief & Familial Trauma. The focus on the missing persons and the friends' desperate search for the truth also aligns with this category.

While there may be elements of possession or supernatural forces at play, the core fear in ""Ox-Head Village"" seems to stem from the loss and trauma experienced by the characters, particularly their families. This is consistent with the Grief & Familial Trauma category, which emphasizes the impact of grief, inheritance, or family legacy on the horror narrative.

Therefore, I believe that **Grief & Familial Trauma** is the primary fear category that best represents the core of ""Ox-Head Village"".",Grief & Familial Trauma
False,/aTSA5zMWlVFTYBIZxTCMbLkfOtb.jpg,[27],632727,en,Texas Chainsaw Massacre,"After nearly 50 years of hiding, Leatherface returns to terrorize a group of idealistic influencers who accidentally disrupt his carefully shielded world in a remote Texas town.",3.0984,https://image.tmdb.org/t/p/original/7sKiGNWFM15WNyY7LYd5vmb3brO.jpg,2022-02-18,Texas Chainsaw Massacre,False,5.209,1574,"mass murder, texas, gore, sequel, murder, decapitation, serial killer, leatherface, slasher, chainsaw, massacre, cannibal, body mutilation, reboot, gentrification, skinning",United States of America,2022,2,18,2020,"Based on the title, overview, and keywords, I would classify ""Texas Chainsaw Massacre"" under **Captivity & Voyeuristic Sadism**.

The film's premise revolves around Leatherface, a serial killer who captures and murders a group of influencers, showcasing his sadistic tendencies through graphic violence and mutilation. The horror stems from the intentional, sadistic captor (Leatherface) inflicting pain and coercive ""game"" design as the core engine.

While there are elements of invasion and paranoia, as well as body horror, the primary fear at the core of the film is the captivity and deliberate cruelty inflicted by Leatherface.",Captivity & Voyeuristic Sadism
False,/cpwgMxhx1N7jJpDDBQ6X1Wabee2.jpg,[27],918356,en,Fallen,"Tragedy struck when Father Abraham was ready to save the world from an evil menace using exorcism. Years later, he lives on a remote farm with his daughter, haunted by the faces of those he saved and those he could not. After finding that pale humanoid creature lurking in the woods, he shoots and cremates the monster. But he soon discovers that the beast was not alone; his troubles have only begun.",3.0823,https://image.tmdb.org/t/p/original/uhuJcLVRf87aDfd3dqa9zafEek7.jpg,2022-02-22,Fallen,False,3.8,9,,United States of America,2022,2,22,2020,"Based on the title, overview, and keywords, I would classify the movie ""Fallen"" under the category of **Invasion & Paranoia**.

The fear at the core of this film appears to be the invasion of an external or uncanny presence (the pale humanoid creature) that threatens the protagonist's world. The fact that Father Abraham is haunted by the faces of those he saved and those he could not suggests a sense of paranoia and unease, as if he is constantly on guard against further invasions.

The classification under Invasion & Paranoia also fits with the film's themes of exorcism and demonic presence, which are typical of this category. The fact that the creature is described as ""pale humanoid"" and is lurking in the woods suggests a sense of otherness and menace, which is characteristic of invasion horror.

Overall, I believe that **Invasion & Paranoia** is the primary fear category that best represents the core of the film ""Fallen"".",Invasion & Paranoia
False,/lGRSkC5ySatEncPOPqdg8lzZchl.jpg,"[18, 53, 27, 9648]",630720,it,Occhiali neri,"Diana, a high-class prostitute trying to escape from a serial killer, suffers a car accident that leaves her blind and kills the family of Chin, a ten-year-old boy.",4.3087,https://image.tmdb.org/t/p/original/6dgpZwoNNlho0ZYWWTSFzjUpgA1.jpg,2022-02-24,Dark Glasses,False,4.751,201,"prostitute, rome, italy, murder, serial killer, orphan, car accident, young woman, killer, blindness, taking care of someone , blind woman, parents killed, kid, horror","France, Italy",2022,2,24,2020,"Based on the title, overview, and keywords, I would classify ""Dark Glasses"" under **Institutional & Structural Control**.

The primary fear at the core of this film appears to be the systemic exploitation and oppression of women, particularly those in the sex trade. The protagonist, Diana, is a high-class prostitute trying to escape from a serial killer, which suggests that she is trapped in a system that prioritizes her commodification over her safety and well-being.

The car accident that leaves Diana blind and kills Chin's family can be seen as a metaphor for the ways in which societal structures (in this case, patriarchy and capitalism) can perpetuate harm and violence against marginalized individuals. The fact that Chin is an orphan who takes care of Diana, despite being a young boy himself, highlights the theme of intergenerational trauma and the ways in which systemic oppression can be passed down through families.

Overall, while there may be elements of invasion, possession, or captivity present in ""Dark Glasses,"" the primary fear driving the horror sequences appears to be the structural control exerted by societal systems over marginalized individuals.",Institutional & Structural Control
False,/xHRabofjmMGoIV3mb6xgy4nwOcS.jpg,[27],801071,en,The Jack in the Box: Awakening,"When a vintage Jack-in-the-box is opened by a dying woman, she enters into a deal with the demon within that would see her illness cured in return for helping it claim six innocent victims.",3.4423,https://image.tmdb.org/t/p/original/3Ib8vlWTrAKRrTWUrTrZPOMW4jp.jpg,2022-02-24,The Jack in the Box: Awakening,False,6.3,372,"clown, sequel, evil clown",United Kingdom,2022,2,24,2020,"Based on the title, overview, and keywords, I would classify ""The Jack in the Box: Awakening"" under **Possession & Loss of Agency**.

The film's premise revolves around a dying woman making a deal with a demon inside a vintage Jack-in-the-box to cure her illness in exchange for helping it claim six innocent victims. This suggests that the main fear is losing control of one's mind or body to a supernatural force, which is a hallmark of possession horror.

While there may be elements of invasion and paranoia (the demon's influence on the woman), as well as themes of mortality and morality, the primary fear at play appears to be the loss of agency and autonomy that comes with being possessed by an external force.",Possession & Loss of Agency
False,/8H6YiYWtrIS6jUG8SBhAltkuHVA.jpg,"[27, 53]",821669,th,ภาพหวาด,"Ruja inherited the painting from her deceased father and hired Tim, an art restorer to repair it, but they don't know that this invaluable art came with invaluable horror.",3.0636,https://image.tmdb.org/t/p/original/8MTiGWVC3IPHc597w1NU18Vh5Wa.jpg,2022-02-24,Cracked,False,5.9,22,,"South Korea, Thailand",2022,2,24,2020,"Based on the title ""Cracked"" and the overview, I would classify this movie under **Body Horror**. The fear of bodily invasion or forced metamorphosis is present in the description of the painting's restoration, which implies a transformation or alteration of some kind. This category fits best because it involves an intentional, self-inflicted change to the body (or in this case, the artwork), rather than an external force or infection.

The keywords are not provided, but based on the title and overview alone, I believe **Body Horror** is the most fitting category for ""Cracked"".",Body Horror
False,,"[27, 9648, 18, 36, 14, 53]",780280,en,ShadowMarsh,"When Jacob and his niece Piper are forced to move back to their old home, they slowly uncover the truth that the town has an ancient evil lurking in its Forest.",3.9755,https://image.tmdb.org/t/p/original/kO6fXVuHoXqUAJVg8SQt5JzDt1J.jpg,2022-02-25,ShadowMarsh,False,8.0,2,"low budget, gloomy",,2022,2,25,2020,"Based on the title, overview, and keywords, I would classify **ShadowMarsh** under:

**Ecological / Natural Menace**

The fear of nature turning hostile is a primary concern in this film. The ancient evil lurking in the Forest suggests that the natural environment itself has become a menace to Jacob and Piper. This classification fits well with the low-budget, gloomy tone hinted at by the keywords.

While there might be other fears present, such as isolation or transgression, the core horror stems from the supernatural threat posed by the Forest, which is a classic example of an ecological/natural menace.",ShadowMarsh
False,,"[18, 27, 53]",1052820,da,Ukrudt,"When Nora decides to send her sister, Rose, a suicide video, her sister quickly invites her on a healing trip to a remote forest. But what Rose doesn't know is that Nora has another, far more disturbing, agenda with the trip.",3.2847,https://image.tmdb.org/t/p/original/c7WWWGdRaFkRoPvSBPV1NirOyGj.jpg,2022-03-01,Rotten Flowers,False,5.0,6,,Denmark,2022,3,1,2020,"Based on the title ""Rotten Flowers"" and the overview, I would classify this movie under **Captivity & Voyeuristic Sadism**.

The fear of captivity and deliberate cruelty as spectacle is evident in the plot, where Nora has a twisted agenda for the trip with her sister Rose. The fact that Nora sends a suicide video to her sister and then takes her on a trip to a remote forest suggests a desire to exert control over Rose's life and potentially inflict harm or pain.

The keywords are not provided, but based on the title and overview alone, I believe that this movie falls under the category of Captivity & Voyeuristic Sadism.",Captivity & Voyeuristic Sadism
False,/oVv5l6L5Wi5j3gd4P2vt0YvVMOg.jpg,"[27, 53]",787752,en,Fresh,"Frustrated by scrolling dating apps only to end up on lame, tedious dates, Noa takes a chance by giving her number to the awkwardly charming Steve after a produce-section meet-cute at the grocery store.",4.7006,https://image.tmdb.org/t/p/original/tlu71AgaL3EQBBCNGsAwZLPbV5D.jpg,2022-03-03,Fresh,False,6.971,1786,"date, kidnapping, female friendship, meat, love, dating, cannibal, body mutilation, blunt, woman director, speculative, meditative, shocking, grim, somber, philosophical, introspective, cannibalism, provocative, suspenseful, tense, bewildered, defiant, disapproving, distressing, harsh, horrified, informative, instructive, matter of fact, ominous, optimistic, powerful, wry",United States of America,2022,3,3,2020,"Based on the title, overview, and keywords, I would classify the movie ""Fresh"" under the category **Captivity & Voyeuristic Sadism**.

The primary fear at the core of this film appears to be the fear of being trapped and subjected to deliberate cruelty as a spectacle. The plot revolves around Noa's experiences with Steve, who turns out to be a serial killer and cannibal. The film's focus on the protagonist's captivity, manipulation, and eventual mutilation suggests that the horror stems from an intentional, sadistic captor (Steve) inflicting pain and coercive ""game"" design.

While the movie also explores themes of dating, love, and female friendship, these elements are secondary to the central fear of being captured and subjected to violence. The film's somber, grim, and distressing tone further supports this classification under Captivity & Voyeuristic Sadism.",Captivity & Voyeuristic Sadism
False,,"[878, 27]",945920,en,Six,A young female vampire is caught by a clandestine government organization tasked with eliminating vampires and is made an offer she can't refuse: join them and help hunt down her own kind or be eliminated.,3.7806,,2022-03-04,Six,False,5.429,14,"trap, vampire hunter (slayer), agent, blood sucking, homeless girl, short film",United States of America,2022,3,4,2020,"Based on the title, overview, and keywords, I would classify the movie ""Six"" under the category of **Captivity & Voyeuristic Sadism**.

The primary fear at the core of this film appears to be the young female vampire's captivity and manipulation by a clandestine government organization. The offer she is given - to join them and hunt down her own kind or be eliminated - suggests a sadistic captor who intends to use her as a tool for their own purposes, which aligns with the theme of Captivity & Voyeuristic Sadism.

The fact that the film is a short film and features a homeless girl as the protagonist also supports this classification, as it implies a focus on the individual's vulnerability and exploitation rather than a broader societal or ecological threat.",Captivity & Voyeuristic Sadism
False,/b1L7qevxiVpkVFq4dmdQPGFPWH0.jpg,"[27, 80, 18, 14]",836225,en,The Exorcism of God,"An American priest working in Mexico is considered a saint by many local parishioners. However, due to a botched exorcism, he carries a secret that’s eating him alive until he gets an opportunity to face his demon one final time.",5.3462,https://image.tmdb.org/t/p/original/hangTmbxpSV4gpHG7MgSlCWSSFa.jpg,2022-03-11,The Exorcism of God,False,7.1,1129,"prison, small town, mexico, exorcism, possession, possessed, exorcist, wonder","Mexico, United States of America, Venezuela",2022,3,11,2020,"Based on the title, overview, and keywords, I would classify ""The Exorcism of God"" under **Possession & Loss of Agency**. The film's premise revolves around an American priest working in Mexico who is struggling with a secret that's eating him alive due to a botched exorcism. This suggests that the primary fear at the core of the film is the loss of agency and control over one's own mind or body, which is a classic characteristic of possession horror.

The use of keywords such as ""exorcism"", ""possession"", and ""possessed"" further supports this classification. Additionally, the fact that the priest is considered a saint by many local parishioners implies that there may be a supernatural or divine element at play, which is also consistent with the Possession & Loss of Agency category.

Overall, while the film may touch on themes of guilt and moral punishment, I believe that the primary fear driving the horror in ""The Exorcism of God"" is the loss of agency and control due to possession.",Possession & Loss of Agency
False,/uFadaXbbxldT5QpRW2PddmYRNTu.jpg,[27],979755,en,Cannibal Cabin,"A group of 20 somethings want to end the summer on a high, they take the advice from a girl they met at a festival about a secret rave deep in the Valleys. When their route is detoured, they have no choice but to venture into the unknown. Once they come across a derelict aqua park, they soon realize what they thought was their salvation turns out to be the heart of the Cannibals lair.",3.7875,https://image.tmdb.org/t/p/original/plLlSOS1ii4CZ6z08vJt9kMW1C4.jpg,2022-03-11,Cannibal Cabin,False,3.0,5,,United Kingdom,2022,3,11,2020,"Based on the title and overview, I would classify ""Cannibal Cabin"" under **Captivity & Voyeuristic Sadism**.

The fear at the core of this film appears to be the intentional captivity and deliberate cruelty inflicted by the cannibals. The group of friends is trapped in a situation where they are forced to confront their worst fears, and the film likely explores themes of sadistic captors, imprisonment, and the exploitation of human vulnerability.

While there may be elements of body horror or ecological menace present in the film (e.g., the abandoned aqua park), the primary fear driving the horror sequences appears to be the intentional captivity and manipulation by the cannibals.",Captivity & Voyeuristic Sadism
False,/mKuwJENuTkasTdAgB1wot5eQRS8.jpg,"[18, 27, 9648]",796256,en,Offseason,"Upon receiving a mysterious letter that her mother's grave has been vandalized, Marie travels to the desolate island town where she's buried. Just as she arrives, the island closes for the season, leaving Marie trapped in a nightmare.",3.6574,https://image.tmdb.org/t/p/original/zlX4WdEMzVomRukPjVQx6U9jtBS.jpg,2022-03-11,Offseason,False,5.259,117,"florida, small town, island, nightmare, cemetery, bridge, woods, curse, mysterious letter, psychotic, mother daughter relationship, absurd, ridiculous",United States of America,2022,3,11,2020,"Based on the title, overview, and keywords, I would classify ""Offseason"" under **Isolation & Psychological Unraveling**.

The movie appears to be a slow-burning, atmospheric horror film that explores themes of isolation, loneliness, and the blurring of reality. The protagonist, Marie, is trapped on an island with no clear escape route, which creates a sense of claustrophobia and desperation. The mysterious letter and the vandalism of her mother's grave seem to be catalysts for Marie's descent into madness, rather than an external threat or invasion.

The use of words like ""nightmare"", ""cemetery"", and ""curse"" suggests that the horror is more psychological and existential in nature, stemming from Marie's isolation and disconnection from reality. The absurdity and ridiculousness of the situation also point towards a more internalized fear, rather than an external threat.

Overall, I believe that the primary fear at the core of ""Offseason"" is the fear of being trapped and losing one's grip on reality, which falls under the category of **Isolation & Psychological Unraveling**.",Isolation & Psychological Unraveling
False,/sdy8T5mCIutGpsaovWPyNatxyGr.jpg,"[27, 878]",935347,en,Beyond the Resonator,"The malevolent inter-dimensional machine is still channeling monsters and blowing minds, but this time things get even more complicated with the arrival of mad med student Herbert West and his dreaded reagent!",3.02,https://image.tmdb.org/t/p/original/bXkDLUivPhLE5lBoYTKwamIK7lW.jpg,2022-03-11,Beyond the Resonator,False,5.0,5,"cosmic horror, science fiction, lovecraftian",United States of America,2022,3,11,2020,"Based on the title, overview, and keywords, I would classify ""Beyond the Resonator"" under **Body Horror** (Category 7). The presence of Herbert West, a mad med student, and his reagent suggests that the horror is centered around bodily invasion, forced metamorphosis, or technological intrusion that compromises the body's boundaries. This classification also aligns with the Lovecraftian and cosmic horror themes, which often involve unnatural transformations and invasions of the human body.

While there may be elements of possession or supernatural forces at play, the primary fear in this film appears to be the invasion and alteration of the human body, rather than a loss of agency or control.",Body Horror
False,/70Rm9ItxKuEKN8iu6rNjfwAYUCJ.jpg,"[27, 53]",760104,en,X,"In 1979, a group of young filmmakers set out to make an adult film in rural Texas, but when their reclusive, elderly hosts catch them in the act, the cast find themselves fighting for their lives.",14.9206,https://image.tmdb.org/t/p/original/lopZSVtXzhFY603E9OqF7O1YKsh.jpg,2022-03-17,X,False,6.736,3738,"van, pornography, sheriff, war veteran, gas station, shotgun, 1970s, texas, alligator, porn star, serial killer, slasher, violent death, porn actress, elderly couple, farm house, isolated farmhouse, existentialism, adult filmmaking, televangelist, intimate, pastiche, compassionate",United States of America,2022,3,17,2020,"Based on the title, overview, and keywords, I would classify the movie ""X"" under **Captivity & Voyeuristic Sadism**.

The primary fear at the core of this film appears to be the captivity and deliberate cruelty inflicted upon the young filmmakers by their reclusive hosts. The fact that they are fighting for their lives suggests a sadistic captor who is intentionally causing harm, which aligns with the Captivity & Voyeuristic Sadism category.

While there may be elements of existential crisis and isolation present in the film, these themes do not seem to drive the primary horror or menace. Instead, it appears that the fear of being trapped and subjected to violence and cruelty by an intentional captor is the central concern.

Therefore, I would classify ""X"" under **Captivity & Voyeuristic Sadism**.",Captivity & Voyeuristic Sadism
